,text,ttext,nstop,wordDef
30,police officers posted tiktok videos in uniform about the coronavirus ,"['police', 'officers', 'posted', 'tiktok', 'videos', 'in', 'uniform', 'about', 'the', '\xa0', 'coronavirus']","['police', 'officers', 'posted', 'tiktok', 'videos', 'uniform', 'the', '\xa0', 'coronavirus']","[{'NOUN', 'police'}, {'officers', 'NOUN'}, {'VERB', 'posted'}, {'tiktok', 'ADJ'}, {'videos', 'NOUN'}, {'in', 'ADP'}, {'NOUN', 'uniform'}, {'about', 'ADP'}, {'DET', 'the'}, {'SPACE', '\xa0'}, {'NOUN', 'coronavirus'}]"
31,analysis | trump’s incoherent defense of his coronavirus response   ,"['analysis', '|', 'trump', '’s', 'incoherent', 'defense', 'of', 'his', 'coronavirus', 'response', '  ']","['analysis', '|', 'trump', 'incoherent', 'defense', 'his', 'coronavirus', 'response', '  ']","[{'analysis', 'NOUN'}, {'NOUN', '|'}, {'trump', 'NOUN'}, {'’s', 'PART'}, {'incoherent', 'ADJ'}, {'NOUN', 'defense'}, {'of', 'ADP'}, {'his', 'PRON'}, {'NOUN', 'coronavirus'}, {'NOUN', 'response'}, {'  ', 'SPACE'}]"
32,"(almost unbelievably, yesterday the  newspaper, , published a pro-cte—i.e. youth foot… ","['(', 'almost', 'unbelievably', ',', 'yesterday', 'the', ' ', 'newspaper', ',', ',', 'published', 'a', 'pro', '-', 'cte', '—', 'i.e.', 'youth', 'foot', '…']","['(', 'unbelievably', ',', 'yesterday', ' ', 'newspaper', ',', ',', 'published', 'pro', '-', 'cte', '—', 'i.e.', 'youth', 'foot', '…']","[{'PUNCT', '('}, {'ADV', 'almost'}, {'ADV', 'unbelievably'}, {',', 'PUNCT'}, {'yesterday', 'NOUN'}, {'DET', 'the'}, {' ', 'SPACE'}, {'NOUN', 'newspaper'}, {',', 'PUNCT'}, {',', 'PUNCT'}, {'published', 'VERB'}, {'DET', 'a'}, {'pro', 'ADJ'}, {'ADJ', '-'}, {'cte', 'ADJ'}, {'—', 'PUNCT'}, {'i.e.', 'X'}, {'NOUN', 'youth'}, {'NOUN', 'foot'}, {'PUNCT', '…'}]"
33,trump falsely claims he’s ‘substantially below’ his coronavirus death projections – then tries to blame ‘blue state… ,"['trump', 'falsely', 'claims', 'he', '’s', '‘', 'substantially', 'below', '’', 'his', 'coronavirus', 'death', 'projections', '–', 'then', 'tries', 'to', 'blame', '‘', 'blue', 'state', '…']","['trump', 'falsely', 'claims', '’s', '‘', 'substantially', '’', 'coronavirus', 'death', 'projections', '–', 'tries', 'blame', '‘', 'blue', 'state', '…']","[{'trump', 'NOUN'}, {'ADV', 'falsely'}, {'claims', 'VERB'}, {'PRON', 'he'}, {'’s', 'VERB'}, {'‘', 'PUNCT'}, {'ADV', 'substantially'}, {'below', 'ADP'}, {'PUNCT', '’'}, {'his', 'PRON'}, {'NOUN', 'coronavirus'}, {'NOUN', 'death'}, {'NOUN', 'projections'}, {'PUNCT', '–'}, {'ADV', 'then'}, {'VERB', 'tries'}, {'to', 'PART'}, {'blame', 'VERB'}, {'‘', 'PUNCT'}, {'ADJ', 'blue'}, {'state', 'NOUN'}, {'PUNCT', '…'}]"
34,we have resumed &amp; we are active!   ,"['we', 'have', 'resumed', '&', 'amp', ';', 'we', 'are', 'active', '!', '  ']","['have', 'resumed', '&', 'amp', ';', 'are', 'active', '!', '  ']","[{'we', 'PRON'}, {'have', 'AUX'}, {'VERB', 'resumed'}, {'&', 'CCONJ'}, {'amp', 'NOUN'}, {'PUNCT', ';'}, {'we', 'PRON'}, {'are', 'AUX'}, {'active', 'ADJ'}, {'!', 'PUNCT'}, {'  ', 'SPACE'}]"
35,wearing glasses may reduce the risk of contracting coronavirus.  cats and dogs wearing glasses is kinda trendy.… ,"['wearing', 'glasses', 'may', 'reduce', 'the', 'risk', 'of', 'contracting', 'coronavirus', '.', ' ', 'cats', 'and', 'dogs', 'wearing', 'glasses', 'is', 'kinda', 'trendy', '.', '…']","['wearing', 'glasses', 'reduce', 'risk', 'contracting', 'coronavirus', '.', ' ', 'cats', 'dogs', 'wearing', 'glasses', 'kinda', 'trendy', '.', '…']","[{'wearing', 'VERB'}, {'NOUN', 'glasses'}, {'AUX', 'may'}, {'reduce', 'VERB'}, {'DET', 'the'}, {'NOUN', 'risk'}, {'of', 'ADP'}, {'contracting', 'VERB'}, {'NOUN', 'coronavirus'}, {'PUNCT', '.'}, {' ', 'SPACE'}, {'cats', 'NOUN'}, {'and', 'CCONJ'}, {'dogs', 'NOUN'}, {'wearing', 'VERB'}, {'NOUN', 'glasses'}, {'AUX', 'is'}, {'kinda', 'ADV'}, {'trendy', 'ADJ'}, {'PUNCT', '.'}, {'PUNCT', '…'}]"
36,"one of our election campaign promises was “dou nahi, aik pakistan” i.e. one pakistan for rich &amp; poor alike. opposit… ","['one', 'of', 'our', 'election', 'campaign', 'promises', 'was', '“', 'dou', 'nahi', ',', 'aik', 'pakistan', '”', 'i.e.', 'one', 'pakistan', 'for', 'rich', '&', 'amp', ';', 'poor', 'alike', '.', 'opposit', '…']","['of', 'election', 'campaign', 'promises', '“', 'dou', 'nahi', ',', 'aik', 'pakistan', '”', 'i.e.', 'pakistan', 'rich', '&', 'amp', ';', 'poor', 'alike', '.', 'opposit', '…']","[{'NUM', 'one'}, {'of', 'ADP'}, {'PRON', 'our'}, {'NOUN', 'election'}, {'NOUN', 'campaign'}, {'promises', 'NOUN'}, {'AUX', 'was'}, {'“', 'PUNCT'}, {'X', 'dou'}, {'NOUN', 'nahi'}, {',', 'PUNCT'}, {'aik', 'ADV'}, {'NOUN', 'pakistan'}, {'PUNCT', '”'}, {'i.e.', 'X'}, {'NUM', 'one'}, {'NOUN', 'pakistan'}, {'for', 'ADP'}, {'rich', 'ADJ'}, {'&', 'CCONJ'}, {'amp', 'NOUN'}, {'PUNCT', ';'}, {'poor', 'ADJ'}, {'ADV', 'alike'}, {'PUNCT', '.'}, {'NOUN', 'opposit'}, {'PUNCT', '…'}]"
37,in indonesia's java punishment for not wearing masks is digging graves for covid-19 victims. maybe we should do thi… ,"['in', 'indonesia', ""'s"", 'java', 'punishment', 'for', 'not', 'wearing', 'masks', 'is', 'digging', 'graves', 'for', 'covid-19', 'victims', '.', 'maybe', 'we', 'should', 'do', 'thi', '…']","['indonesia', 'java', 'punishment', 'not', 'wearing', 'masks', 'digging', 'graves', 'covid-19', 'victims', '.', 'maybe', 'should', 'thi', '…']","[{'in', 'ADP'}, {'NOUN', 'indonesia'}, {""'s"", 'PART'}, {'java', 'ADJ'}, {'punishment', 'NOUN'}, {'for', 'ADP'}, {'not', 'PART'}, {'wearing', 'VERB'}, {'NOUN', 'masks'}, {'AUX', 'is'}, {'digging', 'VERB'}, {'NOUN', 'graves'}, {'for', 'ADP'}, {'covid-19', 'PROPN'}, {'NOUN', 'victims'}, {'PUNCT', '.'}, {'maybe', 'ADV'}, {'we', 'PRON'}, {'should', 'AUX'}, {'AUX', 'do'}, {'thi', 'VERB'}, {'PUNCT', '…'}]"
38,the police should abandon everyone. let them fend for themselves and then you’re going to see how quickly they run… ,"['the', 'police', 'should', 'abandon', 'everyone', '.', 'let', 'them', 'fend', 'for', 'themselves', 'and', 'then', 'you', '’re', 'going', 'to', 'see', 'how', 'quickly', 'they', 'run', '…']","['police', 'abandon', '.', 'let', 'fend', 'themselves', 'then', '’re', 'going', 'see', 'quickly', 'run', '…']","[{'DET', 'the'}, {'NOUN', 'police'}, {'should', 'AUX'}, {'abandon', 'VERB'}, {'PRON', 'everyone'}, {'PUNCT', '.'}, {'VERB', 'let'}, {'PRON', 'them'}, {'fend', 'VERB'}, {'for', 'ADP'}, {'PRON', 'themselves'}, {'and', 'CCONJ'}, {'ADV', 'then'}, {'PRON', 'you'}, {'’re', 'AUX'}, {'going', 'VERB'}, {'to', 'PART'}, {'see', 'VERB'}, {'ADV', 'how'}, {'ADV', 'quickly'}, {'PRON', 'they'}, {'VERB', 'run'}, {'PUNCT', '…'}]"
39,covid testing this week: mobile testing units are up and running this week (9/14-9/18! find a location near you an… ,"['covid', 'testing', 'this', 'week', ':', 'mobile', 'testing', 'units', 'are', 'up', 'and', 'running', 'this', 'week', '(', '9/14', '-', '9/18', '!', 'find', 'a', 'location', 'near', 'you', 'an', '…']","['covid', 'testing', 'week', ':', 'mobile', 'testing', 'units', 'up', 'running', 'week', '(', '9/14', '-', '9/18', '!', 'find', 'location', 'near', 'an', '…']","[{'covid', 'ADJ'}, {'NOUN', 'testing'}, {'DET', 'this'}, {'week', 'NOUN'}, {'PUNCT', ':'}, {'mobile', 'ADJ'}, {'NOUN', 'testing'}, {'NOUN', 'units'}, {'are', 'AUX'}, {'up', 'ADV'}, {'and', 'CCONJ'}, {'running', 'VERB'}, {'DET', 'this'}, {'week', 'NOUN'}, {'PUNCT', '('}, {'9/14', 'NUM'}, {'PUNCT', '-'}, {'NUM', '9/18'}, {'!', 'PUNCT'}, {'find', 'VERB'}, {'DET', 'a'}, {'location', 'NOUN'}, {'near', 'SCONJ'}, {'PRON', 'you'}, {'DET', 'an'}, {'PUNCT', '…'}]"
40,"herd immunity regarding covid-19 which is a corona virus, just as the common cold is. if herd immunity worked, then… ","['herd', 'immunity', 'regarding', 'covid-19', 'which', 'is', 'a', 'corona', 'virus', ',', 'just', 'as', 'the', 'common', 'cold', 'is', '.', 'if', 'herd', 'immunity', 'worked', ',', 'then', '…']","['herd', 'immunity', 'covid-19', 'corona', 'virus', ',', 'as', 'common', 'cold', 'is', '.', 'herd', 'immunity', 'worked', ',', '…']","[{'herd', 'NOUN'}, {'NOUN', 'immunity'}, {'VERB', 'regarding'}, {'covid-19', 'PROPN'}, {'DET', 'which'}, {'VERB', 'is'}, {'DET', 'a'}, {'NOUN', 'corona'}, {'NOUN', 'virus'}, {',', 'PUNCT'}, {'ADV', 'just'}, {'as', 'ADP'}, {'DET', 'the'}, {'common', 'ADJ'}, {'NOUN', 'cold'}, {'VERB', 'is'}, {'PUNCT', '.'}, {'if', 'SCONJ'}, {'herd', 'NOUN'}, {'NOUN', 'immunity'}, {'VERB', 'worked'}, {',', 'PUNCT'}, {'ADV', 'then'}, {'PUNCT', '…'}]"
41,"according to  ,till date, 56478 cases are confirmed, 44430 cases are of discharge, and 1088 cases of deaths… ","['according', 'to', ' ', ',', 'till', 'date', ',', '56478', 'cases', 'are', 'confirmed', ',', '44430', 'cases', 'are', 'of', 'discharge', ',', 'and', '1088', 'cases', 'of', 'deaths', '…']","['according', ' ', ',', 'till', 'date', ',', '56478', 'cases', 'confirmed', ',', '44430', 'cases', 'discharge', ',', '1088', 'cases', 'of', 'deaths', '…']","[{'VERB', 'according'}, {'to', 'ADP'}, {' ', 'SPACE'}, {',', 'PUNCT'}, {'till', 'SCONJ'}, {'date', 'NOUN'}, {',', 'PUNCT'}, {'NUM', '56478'}, {'cases', 'NOUN'}, {'are', 'AUX'}, {'confirmed', 'VERB'}, {',', 'PUNCT'}, {'NUM', '44430'}, {'cases', 'NOUN'}, {'are', 'AUX'}, {'of', 'ADP'}, {'NOUN', 'discharge'}, {',', 'PUNCT'}, {'and', 'CCONJ'}, {'1088', 'NUM'}, {'cases', 'NOUN'}, {'of', 'ADP'}, {'NOUN', 'deaths'}, {'PUNCT', '…'}]"
42,sometimes i am concerned that watching and listening and summarizing all this dribble could have a serious long las… ,"['sometimes', 'i', 'am', 'concerned', 'that', 'watching', 'and', 'listening', 'and', 'summarizing', 'all', 'this', 'dribble', 'could', 'have', 'a', 'serious', 'long', 'las', '…']","['i', 'concerned', 'watching', 'listening', 'summarizing', 'this', 'dribble', 'have', 'serious', 'long', 'las', '…']","[{'ADV', 'sometimes'}, {'PRON', 'i'}, {'am', 'AUX'}, {'concerned', 'ADJ'}, {'that', 'SCONJ'}, {'watching', 'VERB'}, {'and', 'CCONJ'}, {'listening', 'VERB'}, {'and', 'CCONJ'}, {'summarizing', 'VERB'}, {'DET', 'all'}, {'DET', 'this'}, {'dribble', 'ADJ'}, {'AUX', 'could'}, {'have', 'VERB'}, {'DET', 'a'}, {'serious', 'ADJ'}, {'ADJ', 'long'}, {'las', 'NOUN'}, {'PUNCT', '…'}]"
43,"cdc director says masks are more effective against covid-19 than a vaccine. months earlier, he said the... ","['cdc', 'director', 'says', 'masks', 'are', 'more', 'effective', 'against', 'covid-19', 'than', 'a', 'vaccine', '.', 'months', 'earlier', ',', 'he', 'said', 'the', '...']","['cdc', 'director', 'says', 'masks', 'more', 'effective', 'covid-19', 'a', 'vaccine', '.', 'months', 'earlier', ',', 'said', '...']","[{'NOUN', 'cdc'}, {'director', 'NOUN'}, {'says', 'VERB'}, {'NOUN', 'masks'}, {'are', 'AUX'}, {'ADV', 'more'}, {'effective', 'ADJ'}, {'against', 'ADP'}, {'NOUN', 'covid-19'}, {'than', 'SCONJ'}, {'DET', 'a'}, {'NOUN', 'vaccine'}, {'PUNCT', '.'}, {'months', 'NOUN'}, {'ADV', 'earlier'}, {',', 'PUNCT'}, {'PRON', 'he'}, {'VERB', 'said'}, {'DET', 'the'}, {'PUNCT', '...'}]"
44,   does accuracy count?,"['   ', 'does', 'accuracy', 'count', '?']","['   ', 'accuracy', 'count', '?']","[{'SPACE', '   '}, {'does', 'VERB'}, {'accuracy', 'NOUN'}, {'count', 'VERB'}, {'?', 'PUNCT'}]"
45,trump says “herd mentality” will help covid-19 “disappear” ,"['trump', 'says', '“', 'herd', 'mentality', '”', 'will', 'help', 'covid-19', '\xa0', '“', 'disappear', '”']","['trump', 'says', '“', 'herd', 'mentality', '”', 'help', 'covid-19', '\xa0', '“', 'disappear', '”']","[{'trump', 'NOUN'}, {'says', 'VERB'}, {'“', 'PUNCT'}, {'herd', 'NOUN'}, {'NOUN', 'mentality'}, {'PUNCT', '”'}, {'will', 'AUX'}, {'help', 'VERB'}, {'covid-19', 'PROPN'}, {'SPACE', '\xa0'}, {'“', 'PUNCT'}, {'disappear', 'VERB'}, {'PUNCT', '”'}]"
46,« highest growth in the world» ,"['«', '\xa0', 'highest', 'growth', 'in', 'the', 'world', '»']","['«', '\xa0', 'highest', 'growth', 'the', 'world', '»']","[{'PUNCT', '«'}, {'SPACE', '\xa0'}, {'highest', 'ADJ'}, {'NOUN', 'growth'}, {'in', 'ADP'}, {'DET', 'the'}, {'NOUN', 'world'}, {'»', 'PUNCT'}]"
47," federal court rules state and county mandates for coronavirus are unconstitutional, therefore, no m… ","[' ', 'federal', 'court', 'rules', 'state', 'and', 'county', 'mandates', 'for', 'coronavirus', 'are', 'unconstitutional', ',', 'therefore', ',', 'no', 'm', '…']","[' ', 'federal', 'court', 'rules', 'state', 'county', 'mandates', 'coronavirus', 'unconstitutional', ',', ',', 'm', '…']","[{' ', 'SPACE'}, {'federal', 'ADJ'}, {'NOUN', 'court'}, {'VERB', 'rules'}, {'state', 'NOUN'}, {'and', 'CCONJ'}, {'NOUN', 'county'}, {'NOUN', 'mandates'}, {'for', 'ADP'}, {'NOUN', 'coronavirus'}, {'are', 'VERB'}, {'ADJ', 'unconstitutional'}, {',', 'PUNCT'}, {'ADV', 'therefore'}, {',', 'PUNCT'}, {'INTJ', 'no'}, {'ADV', 'm'}, {'PUNCT', '…'}]"
48,who’s gonna tell him? ,"['who', '’s', 'gon', 'na', 'tell', 'him', '?']","['’s', 'gon', 'na', 'tell', '?']","[{'PRON', 'who'}, {'’s', 'AUX'}, {'gon', 'VERB'}, {'na', 'PART'}, {'tell', 'VERB'}, {'PRON', 'him'}, {'?', 'PUNCT'}]"
49,coronavirus testing centre shut down to make way for brexit lorry park ,"['coronavirus', 'testing', 'centre', 'shut', 'down', 'to', 'make', 'way', 'for', 'brexit', 'lorry', 'park']","['coronavirus', 'testing', 'centre', 'shut', 'to', 'way', 'brexit', 'lorry', 'park']","[{'NOUN', 'coronavirus'}, {'NOUN', 'testing'}, {'NOUN', 'centre'}, {'VERB', 'shut'}, {'down', 'ADP'}, {'to', 'PART'}, {'make', 'VERB'}, {'way', 'NOUN'}, {'for', 'ADP'}, {'brexit', 'NOUN'}, {'NOUN', 'lorry'}, {'NOUN', 'park'}]"
50,excellent article ,"['excellent', 'article']","['excellent', 'article']","[{'ADJ', 'excellent'}, {'NOUN', 'article'}]"
51,"in the webinar hosted by ’s school of advanced international studies, jica senior vice pres.… ","['in', 'the', 'webinar', 'hosted', 'by', '’s', 'school', 'of', 'advanced', 'international', 'studies', ',', 'jica', 'senior', 'vice', 'pres', '.', '…']","['the', 'webinar', 'hosted', '’s', 'school', 'advanced', 'international', 'studies', ',', 'jica', 'senior', 'vice', 'pres', '.', '…']","[{'in', 'ADP'}, {'DET', 'the'}, {'NOUN', 'webinar'}, {'hosted', 'VERB'}, {'by', 'ADP'}, {'’s', 'PRON'}, {'NOUN', 'school'}, {'of', 'ADP'}, {'advanced', 'ADJ'}, {'international', 'ADJ'}, {'NOUN', 'studies'}, {',', 'PUNCT'}, {'NOUN', 'jica'}, {'senior', 'ADJ'}, {'NOUN', 'vice'}, {'NOUN', 'pres'}, {'PUNCT', '.'}, {'PUNCT', '…'}]"
52,b.c. to a.d. (before coronavirus...after disease - register for free to attend  &amp; engage with an incr… ,"['b.c', '.', 'to', 'a.d', '.', '(', 'before', 'coronavirus', '...', 'after', 'disease', '-', 'register', 'for', 'free', 'to', 'attend', ' ', '&', 'amp', ';', 'engage', 'with', 'an', 'incr', '…']","['b.c', '.', 'a.d', '.', '(', 'coronavirus', '...', 'disease', '-', 'register', 'free', 'attend', ' ', '&', 'amp', ';', 'engage', 'an', 'incr', '…']","[{'b.c', 'X'}, {'PUNCT', '.'}, {'to', 'ADP'}, {'a.d', 'PROPN'}, {'PUNCT', '.'}, {'PUNCT', '('}, {'before', 'ADP'}, {'NOUN', 'coronavirus'}, {'PUNCT', '...'}, {'after', 'ADP'}, {'NOUN', 'disease'}, {'PUNCT', '-'}, {'register', 'VERB'}, {'for', 'ADP'}, {'ADJ', 'free'}, {'to', 'PART'}, {'attend', 'VERB'}, {' ', 'SPACE'}, {'&', 'CCONJ'}, {'amp', 'NOUN'}, {'PUNCT', ';'}, {'VERB', 'engage'}, {'with', 'ADP'}, {'DET', 'an'}, {'incr', 'ADJ'}, {'PUNCT', '…'}]"
53,can't wait!!! oh - io!! ,"['ca', ""n't"", 'wait', '!', '!', '!', 'oh', '-', 'io', '!', '!']","[""n't"", 'wait', '!', '!', '!', 'oh', '-', 'io', '!', '!']","[{'AUX', 'ca'}, {""n't"", 'PART'}, {'wait', 'VERB'}, {'!', 'PUNCT'}, {'!', 'PUNCT'}, {'!', 'PUNCT'}, {'INTJ', 'oh'}, {'PUNCT', '-'}, {'NOUN', 'io'}, {'!', 'PUNCT'}, {'!', 'PUNCT'}]"
54,co-sign ,"['co', '-', 'sign']","['co', '-', 'sign']","[{'ADJ', 'co'}, {'NOUN', '-'}, {'sign', 'NOUN'}]"
55,   there are hundreds of publications that testify to organ damage in… ,"['   ', 'there', 'are', 'hundreds', 'of', 'publications', 'that', 'testify', 'to', 'organ', 'damage', 'in', '…']","['   ', 'are', 'hundreds', 'publications', 'testify', 'organ', 'damage', '…']","[{'SPACE', '   '}, {'PRON', 'there'}, {'are', 'AUX'}, {'NOUN', 'hundreds'}, {'of', 'ADP'}, {'NOUN', 'publications'}, {'DET', 'that'}, {'testify', 'VERB'}, {'to', 'PART'}, {'organ', 'VERB'}, {'NOUN', 'damage'}, {'in', 'ADP'}, {'PUNCT', '…'}]"
56,the the big cheese photo daily is out!  stories via   ,"['the', 'the', 'big', 'cheese', 'photo', 'daily', 'is', 'out', '!', ' ', 'stories', 'via', '  ']","['the', 'big', 'cheese', 'photo', 'daily', 'out', '!', ' ', 'stories', '  ']","[{'DET', 'the'}, {'DET', 'the'}, {'big', 'ADJ'}, {'cheese', 'NOUN'}, {'NOUN', 'photo'}, {'ADV', 'daily'}, {'AUX', 'is'}, {'out', 'ADV'}, {'!', 'PUNCT'}, {' ', 'SPACE'}, {'NOUN', 'stories'}, {'ADP', 'via'}, {'  ', 'SPACE'}]"
57, this is not true.  ,"[' ', 'this', 'is', 'not', 'true', '.', ' ']","[' ', 'is', 'true', '.', ' ']","[{' ', 'SPACE'}, {'DET', 'this'}, {'AUX', 'is'}, {'not', 'PART'}, {'true', 'ADJ'}, {'PUNCT', '.'}, {' ', 'SPACE'}]"
58,. yes very interesting.  behaviour was appalling yesterday. his shiny polish is wearing thin… ,"['.', 'yes', 'very', 'interesting', '.', ' ', 'behaviour', 'was', 'appalling', 'yesterday', '.', 'his', 'shiny', 'polish', 'is', 'wearing', 'thin', '…']","['.', 'yes', 'interesting', '.', ' ', 'behaviour', 'appalling', 'yesterday', '.', 'shiny', 'polish', 'wearing', 'thin', '…']","[{'PUNCT', '.'}, {'INTJ', 'yes'}, {'very', 'ADV'}, {'interesting', 'ADJ'}, {'PUNCT', '.'}, {' ', 'SPACE'}, {'behaviour', 'NOUN'}, {'AUX', 'was'}, {'ADJ', 'appalling'}, {'yesterday', 'NOUN'}, {'PUNCT', '.'}, {'his', 'PRON'}, {'shiny', 'ADJ'}, {'NOUN', 'polish'}, {'AUX', 'is'}, {'wearing', 'VERB'}, {'thin', 'ADJ'}, {'PUNCT', '…'}]"
59,"this editorial considers how canada can improve in the second covid-19 wave, but omits the key role of communicatio… ","['this', 'editorial', 'considers', 'how', 'canada', 'can', 'improve', 'in', 'the', 'second', 'covid-19', 'wave', ',', 'but', 'omits', 'the', 'key', 'role', 'of', 'communicatio', '…']","['editorial', 'considers', 'canada', 'improve', 'second', 'covid-19', 'wave', ',', 'omits', 'the', 'key', 'role', 'communicatio', '…']","[{'DET', 'this'}, {'NOUN', 'editorial'}, {'considers', 'VERB'}, {'ADV', 'how'}, {'NOUN', 'canada'}, {'can', 'AUX'}, {'improve', 'VERB'}, {'in', 'ADP'}, {'DET', 'the'}, {'second', 'ADJ'}, {'NOUN', 'covid-19'}, {'NOUN', 'wave'}, {',', 'PUNCT'}, {'CCONJ', 'but'}, {'omits', 'VERB'}, {'DET', 'the'}, {'key', 'ADJ'}, {'NOUN', 'role'}, {'of', 'ADP'}, {'NOUN', 'communicatio'}, {'PUNCT', '…'}]"
60,a must read to prepare for the next 18 months “america is trapped in a pandemic spiral“  ,"['a', 'must', 'read', 'to', 'prepare', 'for', 'the', 'next', '18', 'months', '“', 'america', 'is', 'trapped', 'in', 'a', 'pandemic', 'spiral', '“', ' ']","['must', 'read', 'prepare', 'the', '18', 'months', '“', 'america', 'trapped', 'a', 'pandemic', 'spiral', '“', ' ']","[{'DET', 'a'}, {'AUX', 'must'}, {'read', 'VERB'}, {'to', 'PART'}, {'VERB', 'prepare'}, {'for', 'ADP'}, {'DET', 'the'}, {'next', 'ADJ'}, {'18', 'NUM'}, {'months', 'NOUN'}, {'“', 'PUNCT'}, {'NOUN', 'america'}, {'AUX', 'is'}, {'VERB', 'trapped'}, {'in', 'ADP'}, {'DET', 'a'}, {'pandemic', 'ADJ'}, {'spiral', 'ADJ'}, {'“', 'PUNCT'}, {' ', 'SPACE'}]"
61," ten changes course, will play fall football after allralph d. reports:  ","[' ', 'ten', 'changes', 'course', ',', 'will', 'play', 'fall', 'football', 'after', 'allralph', 'd.', 'reports', ':', ' ']","[' ', 'changes', 'course', ',', 'play', 'fall', 'football', 'allralph', 'd.', 'reports', ':', ' ']","[{' ', 'SPACE'}, {'NUM', 'ten'}, {'NOUN', 'changes'}, {'NOUN', 'course'}, {',', 'PUNCT'}, {'will', 'AUX'}, {'VERB', 'play'}, {'NOUN', 'fall'}, {'NOUN', 'football'}, {'after', 'ADP'}, {'allralph', 'NOUN'}, {'d.', 'PROPN'}, {'VERB', 'reports'}, {'PUNCT', ':'}, {' ', 'SPACE'}]"
62,"nhs test and trace will email, phone or text if you’ve been in close contact with coronavirus.they will never:… ","['nhs', 'test', 'and', 'trace', 'will', 'email', ',', 'phone', 'or', 'text', 'if', 'you', '’ve', 'been', 'in', 'close', 'contact', 'with', 'coronavirus.they', 'will', 'never', ':', '…']","['nhs', 'test', 'trace', 'email', ',', 'phone', 'text', 'you', 'been', 'close', 'contact', 'coronavirus.they', 'never', ':', '…']","[{'NOUN', 'nhs'}, {'NOUN', 'test'}, {'and', 'CCONJ'}, {'NOUN', 'trace'}, {'will', 'AUX'}, {'email', 'VERB'}, {',', 'PUNCT'}, {'NOUN', 'phone'}, {'CCONJ', 'or'}, {'NOUN', 'text'}, {'if', 'SCONJ'}, {'PRON', 'you'}, {'AUX', '’ve'}, {'been', 'VERB'}, {'in', 'ADP'}, {'close', 'ADJ'}, {'NOUN', 'contact'}, {'with', 'ADP'}, {'coronavirus.they', 'NOUN'}, {'will', 'AUX'}, {'ADV', 'never'}, {'PUNCT', ':'}, {'PUNCT', '…'}]"
63," ""in a crisis, you have to keep your focus on your guiding principles: your vision, mission &amp; values. co… ","[' ', '""', 'in', 'a', 'crisis', ',', 'you', 'have', 'to', 'keep', 'your', 'focus', 'on', 'your', 'guiding', 'principles', ':', 'your', 'vision', ',', 'mission', '&', 'amp', ';', 'values', '.', 'co', '…']","[' ', '""', 'a', 'crisis', ',', 'have', 'keep', 'focus', 'guiding', 'principles', ':', 'your', 'vision', ',', 'mission', '&', 'amp', ';', 'values', '.', 'co', '…']","[{' ', 'SPACE'}, {'PUNCT', '""'}, {'in', 'ADP'}, {'DET', 'a'}, {'NOUN', 'crisis'}, {',', 'PUNCT'}, {'PRON', 'you'}, {'have', 'VERB'}, {'to', 'PART'}, {'keep', 'VERB'}, {'your', 'PRON'}, {'NOUN', 'focus'}, {'on', 'ADP'}, {'your', 'PRON'}, {'guiding', 'VERB'}, {'NOUN', 'principles'}, {'PUNCT', ':'}, {'your', 'PRON'}, {'NOUN', 'vision'}, {',', 'PUNCT'}, {'mission', 'NOUN'}, {'&', 'CCONJ'}, {'amp', 'NOUN'}, {'PUNCT', ';'}, {'NOUN', 'values'}, {'PUNCT', '.'}, {'VERB', 'co'}, {'PUNCT', '…'}]"
64,"the ""back the blue"" rally in cuyahoga falls is canceled after the organizer and host cited covid-19 concerns. ","['the', '""', 'back', 'the', 'blue', '""', 'rally', 'in', 'cuyahoga', 'falls', 'is', 'canceled', 'after', 'the', 'organizer', 'and', 'host', 'cited', 'covid-19', 'concerns', '.']","['""', 'the', 'blue', '""', 'rally', 'cuyahoga', 'falls', 'canceled', 'the', 'organizer', 'host', 'cited', 'covid-19', 'concerns', '.']","[{'DET', 'the'}, {'PUNCT', '""'}, {'ADV', 'back'}, {'DET', 'the'}, {'ADJ', 'blue'}, {'PUNCT', '""'}, {'NOUN', 'rally'}, {'in', 'ADP'}, {'NOUN', 'cuyahoga'}, {'falls', 'NOUN'}, {'AUX', 'is'}, {'canceled', 'VERB'}, {'after', 'ADP'}, {'DET', 'the'}, {'NOUN', 'organizer'}, {'and', 'CCONJ'}, {'host', 'NOUN'}, {'cited', 'VERB'}, {'covid-19', 'PROPN'}, {'NOUN', 'concerns'}, {'PUNCT', '.'}]"
